"2023-10-05T13:30:01.522314752Z""",11.94
"2023-10-05T13:30:01.522323712Z""",11.94
"2023-10-05T13:30:03.439965952Z""",11.93
"2023-10-05T13:30:24.511052288Z""",11.95
"2023-10-05T13:30:24.511055104Z""",11.95
"2023-10-05T20:00:00.082931968Z""",11.91
"2023-10-05T20:00:00.084489728Z""",11.91
"2023-10-05T20:00:00.476430848Z""",11.9
"2023-10-05T20:00:32.00067712Z""",11.9
"2023-10-05T20:00:32.143544576Z""",11.9
"2023-10-05T13:30:01.522314752Z""",11.94
"2023-10-05T13:30:01.522323712Z""",11.94
"2023-10-05T13:30:03.439965952Z""",11.93
"2023-10-05T13:30:24.511052288Z""",11.95
"2023-10-05T13:30:24.511055104Z""",11.95
"2023-10-05T20:00:00.082931968Z""",11.91
"2023-10-05T20:00:00.084489728Z""",11.91
"2023-10-05T20:00:00.476430848Z""",11.9
"2023-10-05T20:00:32.00067712Z""",11.9
"2023-10-05T20:00:32.143544576Z""",11.9
"2023-10-05T13:30:01.522314752Z""",11.94
"2023-10-05T13:30:01.522323712Z""",11.94
"2023-10-05T13:30:03.439965952Z""",11.93
"2023-10-05T13:30:24.511052288Z""",11.95
"2023-10-05T13:30:24.511055104Z""",11.95
"2023-10-05T20:00:00.082931968Z""",11.91
"2023-10-05T20:00:00.084489728Z""",11.91
"2023-10-05T20:00:00.476430848Z""",11.9
"2023-10-05T20:00:32.00067712Z""",11.9
"2023-10-05T20:00:32.143544576Z""",11.9
